Title,Location,Bedrooms,Bathrooms,House Size,Description,Price
6 Bedroom House,Loresho,6,6,700 acres,"?? Loresho
New, Modern & exciting 6 Bedroom Villas for rent in Loresho
Price| $ 5,000 - 5",KSh 646 450
4 Bedroom House,Nyari,4,4,0.5 acres,"Experience luxury, comfort, and serenity in this stunning four-bedroom house located in the",KSh 380 000
3 Bedroom House,Kitengela,3,2,2 400 m²,"Well maintained 3bdrm unfurnished bungalow,master ensuite. The unit has a separate dining",KSh 41 000
4 Bedroom House,Kitisuru,4,4,0.7 acres,"4 bedroom house for rent in Kitisuru
Developed from the traditional African village",KSh 700 000
4 Bedroom House,Muthaiga,4,4,0.5 acres,Exclusive 4 Bedroom stand alone villa for rent in the heart of Old Muthaiga. A Special,KSh 580 000
5 Bedroom House,Ridgeways,5,5,0.5 acres,"Nestled just a few meters from Kiambu Road and Ridgeways Mall, this charming standalone",KSh 250 000
5 Bedroom House,Spring Valley,5,6,0.12 acres,"Nestled in the prestigious Spring Valley, this stunning 5-bedroom all en-suite home offers",KSh 400 000
5 Bedroom House,Kitisuru,5,5,300 m²,"5 Bedroom Townhouse with En Suite at Kitisuru  
Rent is 4200USD
The house is in a serene",KSh 4 200
1 Bedroom House,Loresho,1,1,0.6 acres,"Cozy One-Bedroom House for Rent in Loresho – Ksh 90,000 
Step into this charming and",KSh 90 000
3 Bedroom House,Runda,3,3,600 m²,"Location: Runda
This executive 3-bedroom unfurnished guesthouse an exceptional living",KSh 120 000
3 Bedroom House,Karen,3,2,2 000 m²,"DESCRIPTION: STAND ALONE, 3 BEDROOM BUNGALOW 
RENT: 100K
A cozy 3-bedroom bungalow in",KSh 100 000
4 Bedroom House,Kitisuru,4,4,500 m²,"Exceptional 4-Bedroom Residence in Kitusuru – Available June

This meticulously",KSh 4 300
5 Bedroom House,Lower Kabete,5,5,0.5 acres,"5 Bed house with En Suite in Lower Kabete

Discover the perfect blend of architectural",KSh 1 070 000
1 Bedroom House,Kikuyu,1,1,0.05 acres,"1 bedroom dsq  #15k Thogoto near teachers college.
Single dwelling
CCTV 
WiFi ready",KSh 15 000
5 Bedroom House,Karen,5,5,2 100 m²,"To Let, Kerarapon

-A spacious 5 bedroom master en-suite House to let.
-DSQ for 2
-Sits",KSh 100 000
4 Bedroom House,Karen,4,3,0.5 acres,KAREN - A Spacious 4  Bedrooms Plus DSQ House Sitting on Half Acre piece of,KSh 250 000
3 Bedroom House,Karen,3,3,2 100 m²,"Outstanding 3 bedroom apartment to let karen 

- located c karen shopping center, in",KSh 90 000
4 Bedroom House,Kitisuru,4,5,2 acres,"Set in a tranquil environment within the Diplomatic Blue Zone of Nairobi, Gigiri area, Loft",KSh 300 000
5 Bedroom House,Runda,5,5,0.12 acres,"FIVE BEDROOM HOUSE FOR RENT IN RUNDA 
FEATURES 
· 5 bedrooms all en-suite. 
· Spacious",KSh 500 000
6 Bedroom House,Redhill,6,5,2 024 m²,"Ruaka area 5 bedrooms  with dsq for 200k with study room,guest wing and garage  ,cctv and",KSh 200 000
4 Bedroom House,Westlands,4,5,0.5 acres,"A newly built home available for rent in Runda.
Located in a gated community each unit",KSh 410 000
5 Bedroom House,Loresho,5,5,300 m²,"5 Bed house with En Suite in Loresho
Rent is 5500USD
LORESHO
Modern 5 Bedroom house For",KSh 580 000
House,Karen,4,4,2 000 m²,Available in Karen 2 units of 3 bedroom houses kwarara area sitting on 1/2 acre with 2,KSh 1 500 000
4 Bedroom House,Rosslyn,4,4,0.5 acres,"ROSSLYN
Unfurnished 4-bedroom house and a 3-bedroom guest wing

Rent: $5,000

-Blends",KSh 650 000
6 Bedroom House,Nairobi CBD,6,3,250 m²,"Luxury Fully Furnished 6-Bedroom All-En-Suite Home in Prestigious Runda
Step into",KSh 450 000
5 Bedroom House,Runda,5,5,500 m²,Experience the pinnacle of luxury living in this stunning five-bedroom house located in the,KSh 500 000
5 Bedroom House,Karen,5,6,0.5 acres,"FIVE BEDROOM VILLA FOR RENT IN KAREN -Joyce

Luxury 5-Bedroom Contemporary Villa for Rent",KSh 500 000
5 Bedroom House,Karen,5,6,5 m²,"The houses in Deerpark are truly superb, combining modern open plan living with great",KSh 650 000
3 Bedroom House,Lavington,3,3,0.5 acres,"THREE BEDROOM PLUS DSQ HOUSE FOR RENT IN LAVINGTON

A spacious Three-Bedroom plus a",KSh 300 000
4 Bedroom House,Runda,4,5,0.25 acres,A well-lit living room and family room. A neat open kitchen fitted with branded appliances.,KSh 230 000
3 Bedroom House,Syokimau,3,4,0.5 acres,"SYOKIMAU - KATANI ROAD 
3 Bedroom Master En-suite Quadplex For Rent In Syokimau, Katani",KSh 65 000
3 Bedroom House,Lavington,3,3,0.5 acres,"THREE BEDROOM PLUS DSQ HOUSE FOR RENT IN LAVINGTON

A spacious Three-Bedroom plus a",KSh 300 000
6 Bedroom House,Loresho,6,6,0.5 acres,"?? Loresho
New, Modern & exciting 6 Bedroom Villas for rent in Loresho
Price| $ 5,000 - 5",KSh 646 450
5 Bedroom House,Runda,5,5,0.5 acres,Conveniently located in a prime position in a quiet environment of Runda. This home creates,KSh 450 000
2 Bedroom House,Uthiru,2,2,1 100 m²,"#tolet 
Affordable #2bedrooms + #DSQ to let a long #WaiyakiWay 
2 ??? 3 ?? 
Spacious",KSh 60 000
4 Bedroom House,Karen,4,3,2 100 m²,"DESCRIPTION: STAND ALONE, 4 BEDROOM BUNGALOW 
RENT: 160K
A cozy 4-bedroom bungalow in",KSh 160 000
3 Bedroom House,Karen,3,3,2 100 m²,"3 Bedrooms Cottage To Let In Karen ?? 
??Available To Let in Karen A Spacious beautiful",KSh 100 000
2 Bedroom House,Karen,2,2,2 100 m²,"TWO BEDROOM BUNGALOW TO LET
HARDY, KAREN
RENT: KES 70,000
Modern two-bedroom bungalow",KSh 70 000
4 Bedroom House,Karen,4,4,2 100 m²,"FOUR BEDROOM VILLA IN A GATED COMMUNITY
RENT: KES 160,000
This spacious 4 Bedroom House",KSh 160 000
4 Bedroom House,Kitisuru,4,4,2 100 m²,"Your Dream Home Awaits in Kitisuru!

Are you on the hunt for an elegant and spacious",KSh 750 000
2 Bedroom House,Lavington,2,2,1 000 m²,"Apartment to rent in Lavington (Kenya)
(KSH260,000) per month

Property",KSh 260 000
4 Bedroom House,Lavington,4,4,0.25 acres,"*4 Bedrooms Villa in a gated community to let in lavington*
This is a gated residential",KSh 350 000
6 Bedroom House,Loresho,6,6,0.5 acres,"?? Loresho
New, Modern & exciting 6 Bedroom Villas for rent in Loresho
Price| $ 5,000 - 5",KSh 646 450
3 Bedroom House,Karen,3,3,0.5 acres,"Karen -3 bedroom plus Dsq To let in Karen

Guide Rent",KSh 120 000
3 Bedroom House,Karen,3,3,2 100 m²,"3-Bedroom Apartment Available for Rent, Kes50,000 per month 

Located along Ngong  Road",KSh 50 000
6 Bedroom House,Karen,6,6,2 100 m²,"DESCRIPTION: COMMERCIAL 7 BEDROOM HOUSE IN KAREN 350K
A spacious 6-bedroom TOWN HOUSE,",KSh 350 000
5 Bedroom House,Kyuna,5,5,500 m²,"5 Bedroom House For Rent in Kyuna
.
Features: spacious lounge with a functional fireplace",KSh 300 000
4 Bedroom House,Spring Valley,4,4,0.75 acres,Experience luxurious living in this stunning four-bedroom house nestled in the serene and,KSh 300 000
6 Bedroom House,Kitisuru,6,6,0.5 acres,"6 Bedroom House to Rent in Kitisuru

This ambassadorial six bedrooms house is now",KSh 1 200 000
4 Bedroom House,Karen,4,4,0.57 acres,"Executive 4 Bedroom House All Bedroom En-suite + Dsq for Rent Karen
Executive 4 Bedroom",KSh 400 000
4 Bedroom House,Kitisuru,4,4,0.7 acres,"4 bedroom house for rent in Kitisuru
Developed from the traditional African village",KSh 700 000
5 Bedroom House,Loresho,5,5,0.5 acres,"5 Bed Villa with En Suite in Loresho
?? Loresho
New, Modern & exciting 6 Bedroom Villas",KSh 5 000
5 Bedroom House,Lavington,5,4,0.7 acres,Discover comfort and tranquility in this beautiful 5-bedroom residence located in the heart,KSh 450 000
6 Bedroom House,Loresho,6,6,2 100 m²,"LORESHO - Modern 5 bedrooms, all en-suite plus DSQ for 2, Nestled in a secure gated",KSh 650 000
5 Bedroom House,Lavington,5,5,0.12 acres,Lavington located in a serene secure and quiet environment easily accessible to  in a gated,KSh 350 000
6 Bedroom House,Karen,6,7,0.5 m²,6 bedroomed state of the art house in karen,KSh 500 000
5 Bedroom House,Nyari,5,3,2 100 m²,"This stunning 5-bedroom home is situated in a highly sought-after and secure neighborhood,",KSh 400 000
5 Bedroom House,Karen,5,5,2 100 m²,"5 bedroom contemporary villa for rent in karen
??Karen miotoni
??Kes 550k per",KSh 550 000
4 Bedroom House,Rosslyn,4,4,400 m²,"4 Bed House with En Suite in Rosslyn

Located in a peaceful, serene and secure gated",KSh 350 000
1 Bedroom House,Karen,1,1,1 000 m²,"1 bedroom house for rent in Karen
A spacious 1 bedroom house conveniently located at the",KSh 25 000
5 Bedroom House,Kitisuru,5,5,300 m²,"5 Bed House with En Suite at Kitisuru

Rent: USD 4500
KITISURU

5-bedroom house with",KSh 580 000
8 Bedroom House,Tuala,8,8,2 025 m²,"FOR RENT 160K MONTHLY/SALE 45M
8 bedroom all en-suite Mansionette available, refined with:",KSh 160 000
2 Bedroom House,Lavington,2,2,1 000 m²,"Apartment to rent in Lavington (Kenya)
(KSH260,000) per month

Property",KSh 260 000
6 Bedroom House,Karen,6,6,2 100 m²,"Karen 

5 Bedroom Villa available To Let as Office in Karen

Guide Rent",KSh 300 000
5 Bedroom House,Muthaiga,5,5,0.5 acres,"Home Sweet Home: Five-Bedroom House for Rent in Old Muthaiga – Ksh 570,000

Welcome to",KSh 570 000
5 Bedroom House,Loresho,5,5,0.5 acres,"?? Loresho
New, Modern & exciting 6 Bedroom Villas for rent in Loresho
Price| $ 5,000 - 5",KSh 5 000
5 Bedroom House,Runda,5,5,1 100 m²,"Spacious five bedrooms with modern interiors, a gazebo, underground water storage, wooden",KSh 400 000
3 Bedroom House,Karen,3,3,2 100 m²,These beautiful villas are located on bogani road in a gated community. They have private,KSh 450 000
3 Bedroom House,Karen,3,3,2 100 m²,"DESCRIPTION: THREE BEDROOM GUEST HOUSE, RENT 100K
A spacious 3-bedroom TOWN HOUSE,",KSh 100 000
2 Bedroom House,Karen,2,2,1 000 m²,"Lovely two bedroom , master ensuite.  Spacious open plan kitchen, laundry,  pantry, living",KSh 80 000
6 Bedroom House,Karen,6,6,2 100 m²,"Karen 

5 Bedroom Villa available To Let as Office in Karen

Guide Rent",KSh 300 000
6 Bedroom House,Karen,6,6,2 100 m²,"Delightful Six Bedroom Villa in Karen
(KSH 380,000)
Discover a delightful 6-bedroom house",KSh 380 000
3 Bedroom House,Kiserian,3,3,0.05 acres,"?? KISERIAN KAHUHO AREA

Four bedroom+Study room house to let

Sitting on 50*100fts",KSh 40 000
2 Bedroom House,Runda,2,2,0.12 acres,Two bedroom all en-suite unfurnished bungalow located in a serene environment in New,KSh 140 000
5 Bedroom House,Runda,5,5,2 100 m²,"Set in a tranquil environment within the Diplomatic Blue Zone of Runda, is this Modern",KSh 850 000
3 Bedroom House,Karen,3,2,1 100 m²,"3 Bedrooms Cottage To Let In Karen ?? 
??Available To Let in Karen A Spacious beautiful",KSh 100 000
6 Bedroom House,Loresho,6,6,0.5 acres,"?? Loresho
New, Modern & exciting 6 Bedroom Villas for rent in Loresho
Price| $ 5,000 - 5",KSh 646 450
2 Bedroom House,Karen,2,2,2 100 m²,"Karen 

Elegant two bedrooms bungalow for rent in Karen.

In a gated community of 3",KSh 60 000
4 Bedroom House,Karen,4,4,300 m²,"Karen, Nairobi Amazing 4 Bedroom Villa for rent in a gated compound of 2 units only in",KSh 360 000
6 Bedroom House,Karen,6,6,2 100 m²,"Karen 

5 Bedroom Villa available To Let as Office in Karen

Guide Rent",KSh 300 000
3 Bedroom House,Karen,3,3,0.5 acres,"3 BEDROOM RUSTIC COTTAGE IN A SHARED COMPOUND 

Guide Rent Kshs.115k


FEATURES
?",KSh 115 000
4 Bedroom House,Karen,4,4,2 100 m²,"DESCRIPTION: GATED COMMUNITY HOUSE, FOUR BEDROOMS AND ONE STAFF QUARTERS
RENT: 80K
A",KSh 80 000
5 Bedroom House,Loresho,5,5,200 m²,"5 Bed Villa with En Suite in Loresho
?? Loresho
New, Modern & exciting 6 Bedroom Villas",KSh 5 000
3 Bedroom House,Karen,3,3,2 100 m²,"DESCRIPTION: STAND ALONE, 3 BEDROOM BUNGALOW 
RENT: 120K
A cozy 4-bedroom bungalow in",KSh 120 000
3 Bedroom House,Karen,3,3,2 100 m²,"DESCRIPTION: SHARED COMPOUND, 3 BEDROOM GUEST HOUSE 
RENT: 100K
A cozy 3-bedroom bungalow",KSh 100 000
6 Bedroom House,Karen,6,7,0.5 acres,"Six bedroom all ensuite plus dsqs mansion for rent in karen

luxurious karen mansion",KSh 550 000
5 Bedroom House,Nyari,5,4,0.5 acres,NYARI - This magnificent home is nestled within safe and high end neighborhood sitting on,KSh 455 000
5 Bedroom House,Karen,5,5,2 100 m²,"To Let, Kerarapon

-A spacious 5 bedroom master en-suite House to let.
-DSQ for 2
-Sits",KSh 100 000
5 Bedroom House,Runda,5,5,0.5 acres,RUNDA- 6 Bedroom stand alone for rent sitting on half acre. Nestled in the welcoming serene,KSh 300 000
5 Bedroom House,Muthaiga,5,5,2 000 m²,Discover a comfy and stylish five-bedroom house for rent in Muthaiga located in a secure,KSh 250 000
1 Bedroom House,Karen,1,1,1 000 m²,"Outstanding 1 bedroom bungalow to let

- in a gated community and compound of 3
-",KSh 60 000
3 Bedroom House,Karen,3,3,2 100 m²,"DESCRIPTION: STAND ALONE, 3 BEDROOM BUNGALOW 
RENT: 100K
A cozy 3-bedroom bungalow in",KSh 100 000
4 Bedroom House,Kitisuru,4,4,300 m²,"4 Bedroom Townhouse with En Suite at Kitisuru  

In a gated community with a live fence",KSh 330 000
4 Bedroom House,Karen,4,4,2 100 m²,"To Let, Kerarapon

-A spacious 5 bedroom master en-suite House to let.
-DSQ for 2
-Sits",KSh 120 000
3 Bedroom House,Karen,3,3,2 100 m²,"3 BEDROOM (all Ensuite) FURNISHED HOME IN KAREN, NAIROBI. KENYA

Book our 3 Bedroom (ALL",KSh 250 000
4 Bedroom House,Kiambu Road,4,5,0.13 acres,Modern 4-Bedroom Family Home To Let in a Gated Compound If you are looking for quality,KSh 230 000
3 Bedroom House,Ruiru,3,3,0.05 acres,"This beautifully designed 3-bedroom house, all ensuite, is set in its own compound,",KSh 45 000
6 Bedroom House,Karen,6,6,2 100 m²,"Description: six bedroom villa for rent in karen.  RENT: 280K
A spacious 6-bedroom TOWN",KSh 280 000
1 Bedroom House,Karen,1,1,1 000 m²,"1-Bedroom Apartment Available for Rent in Karen, Kes50,000 per month 

Located along",KSh 50 000
5 Bedroom House,Karen,5,5,2 100 m²,"5 BEDROOM MANSION FOR RENT 

-All bedrooms ensuite 
-Gated community.
-Sits on half",KSh 300 000
4 Bedroom House,Runda,4,5,0.25 acres,A well-lit living room and family room. A neat open kitchen fitted with branded appliances.,KSh 350 000
3 Bedroom House,Lavington,3,3,2 100 m²,"Features
3 bedrooms (3 en suite) / 3 bathrooms / water / electricity
unfurnished
Minimum",KSh 120 000
6 Bedroom House,Karen,6,6,2 100 m²,"Office available in Karen off Dagoretti road on 1 Acre

Guide Rent Kshs.350,000/-
Guide",KSh 350 000
4 Bedroom House,Kitisuru,4,4,0.7 acres,"4 bedroom house for rent in Kitisuru
Developed from the traditional African village",KSh 700 000
3 Bedroom House,Spring Valley,3,3,0.5 acres,Experience the perfect blend of elegance and comfort in this stunning three-bedroom house,KSh 330 000
8 Bedroom House,Karen,8,8,2 100 m²,"Description: eight bedroom villa for rent in karen.  RENT: 550K
A spacious 8-bedroom",KSh 550 000
4 Bedroom House,Kiambu Road,4,4,0.25 acres,"4 BEDROOM HOUSE IN RUNDA(UN BLUE ZONE) 

Price is Ksh.45 Million 

Rent is",KSh 250 000
2 Bedroom House,Kilimani,2,2,1 000 m²,"Features
Communal swimming pool 
24 hour manned security including 24 hour response,",KSh 80 000
4 Bedroom House,Karen,4,4,2 100 m²,"DESCRIPTION: STAND ALONE, 3 BEDROOM BUNGALOW 
RENT: 120K
A cozy 4-bedroom bungalow in",KSh 120 000
4 Bedroom House,Lavington,4,4.5,2 100 m²,"4 Beds| 4.5 Baths| DSQ For 1 

Riara Rd, Lavington 

KES 230,000 Monthly, inclusive of",KSh 230 000
5 Bedroom House,Karen,5,5,2 100 m²,"Five bedroom house to rent in windyridge, karen. Ksh 400,000.
Stylishly, efficient,",KSh 400 000
4 Bedroom House,Runda,4,4,0.5 acres,"4 bedroom house for rental in Runda with a 2 bedroom Guestwing. Sits on one acre.

It can",KSh 400 000
5 Bedroom House,Runda,5,6,0.5 acres,"FIVE BEDROOM HOUSE FOR RENT IN RUNDA

FEATURES
· 5 bedrooms all en-suite.
· Spacious",KSh 440 000
3 Bedroom House,Karen,3,3,0.2 acres,"Karen
 
Modern Three bedroom townhouse in a gated community Available To Let in Karen",KSh 330 000
2 Bedroom House,Kiambu Road,2,2,125 m²,This is a newly furnished bungalow for rent in muthithi gardens.The area is tranquil well,KSh 100 000
4 Bedroom House,Rosslyn,4,4,300 m²,"4 Bed House with En Suite in Rosslyn

Located in a peaceful, serene and secure gated",KSh 400 000
6 Bedroom House,Loresho,6,5,300 m²,"6 Bedroom House For Rent in Loresho
.
Features: spacious lounge with a functional",KSh 350 000
4 Bedroom House,Karen,4,4,1 100 m²,"DESCRIPTION: GATED COMMUNITY HOUSE, FOUR BEDROOMS AND ONE STAFF QUARTERS
RENT: 80K
A",KSh 80 000
3 Bedroom House,Kileleshwa,3,3,2 100 m²,"Features
3 bedrooms (2 en suite) / 3 bathrooms
Un-Furnished
Minimum stay-",KSh 130 000
5 Bedroom House,Loresho,5,5,0.5 acres,"New in the market is this Loresho - Modern 5 bedroom house, all ensuite plus DSQ for 2.",KSh 5 000
4 Bedroom House,Thigiri,4,4,0.5 acres,"A Cozy Haven: Four-Bedroom Cottage for Rent in Thigiri – Ksh 340,000

Nestled in the",KSh 340 000
4 Bedroom House,Kilimani,4,4,2 100 m²,"Features
4 bedrooms (2 en suite) / 3 bathrooms
Rates
Rate from
Furnished No
Minimum",KSh 110 000
5 Bedroom House,Gigiri,5,5,1 acres,"A Luxurious Getaway: Five-Bedroom House for Rent in Gigiri – Ksh 440,000

Welcome to this",KSh 440 000
5 Bedroom House,Muthaiga,5,5,0.5 acres,"5 Bed House with En Suite in Muthaiga

?? Live in Luxury in Muthaiga! ??

Step into a",KSh 845 000
2 Bedroom House,Karen,2,2,1 000 m²,"2-Bedroom Bungalow Available for Rent in Karen, Kes100,000 per month 

Located along",KSh 100 000
6 Bedroom House,Nyari,6,6,0.75 acres,"6 Bedroom Abassadorial House For Rent in Nyari
Ambassadorial Mansion in Nyari Central.",KSh 650 000
3 Bedroom House,Westlands,3,3,2 100 m²,"3 bedroom apartment to rent in Rhapta Road (Kenya)
(KSH170,000) per month
Property",KSh 170 000
4 Bedroom House,Runda,4,4,0.05 m²,L,KSh 250 000
5 Bedroom House,Runda,5,5,0.5 acres,"Runda
Fully Furnished 5 bedrooms with 2sqs all ensuite house to let in the leafy suburbs",KSh 850 000
4 Bedroom House,Westlands,4,4,2 100 m²,"Features
4 bedrooms (2 en suite) / 3 bathrooms
Rates
Rate from
Furnished No
Minimum",KSh 110 000
3 Bedroom House,Kileleshwa,3,3,2 100 m²,"Features
3 bedrooms (3 en suite) / 3 bathrooms / water / electricity
unfurnished
Minimum",KSh 120 000
4 Bedroom House,Runda,4,4,0.5 m²,"Location: Runda 
Size: 4 bedrooms with a study room
Price: $2800
This amazing property",KSh 362 040
5 Bedroom House,Runda,5,5,0.5 acres,"A 5 bedroom en-suite located in a serene environment in Runda
it has the following",KSh 550 000
5 Bedroom House,Loresho,5,5,0.5 acres,"New in the market is this Loresho - Modern 5 bedroom house, all ensuite plus DSQ for 2.",KSh 5 000
5 Bedroom House,Kyuna,5,5,300 m²,"5 Bedroom House For Rent in Kyuna
.
Features: spacious lounge with a functional fireplace",KSh 300 000
5 Bedroom House,Lavington,5,5,500 m²,Step into sophistication and modern elegance with this exquisite 5-bedroom all ensuite,KSh 320 000
2 Bedroom House,Karen,2,2,0.5 acres,KAREN - This two bedroom cottage is located in Karen. It's a few minutes drive to Karen,KSh 130 000
5 Bedroom House,Gigiri,5,5,2 100 m²,"Discover the perfect blend of comfort, elegance, and tranquility with this stunning",KSh 360 000
4 Bedroom House,Kitisuru,4,4,2 100 m²,"Modern and clean house/ Villa for rent in Kitisuru. spacious and well lit rooms, spacious",KSh 510 000
